Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Afghanistan,AFG,..,10.1998697278633,15.9236559656703,15.4202070236206,14.8562349775318,15.026434394062,15.3352430921872,14.5879421234131,14.9003323018049,14.7887521912564,13.2320571626481,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Albania,ALB,2.26017088628735,42.0106889589827,42.3856045548293,42.2556762085143,42.302763484983,40.5505352382444,40.2104823755404,41.1655084684252,39.6079245069442,39.4547845186235,39.6672501245719,39.9805375942293
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Algeria,DZA,3.12681665634229,15.7627365672012,36.0388086573497,37.458251953125,38.8773498535156,38.3893852233887,37.4388656616211,38.7630996704102,44.4838083963006,43.326166802351,43.703532115018,42.8460510517715
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Andorra,AND,0.481169191566506,0.705779895452388,0.682621757506323,0.678233981132507,0.656328009600346,0.64122788740431,0.627878780205223,0.604573547840118,0.588341425578457,0.603066309036457,0.604826658572286,0.603848577368125
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Angola,AGO,1.08190935685562E-08,2.12800471715728,82.8633266447229,95.8372421264648,111.44181060791,124.439605712891,146.909133911133,174.090515136719,191.89616090516,220.826283791255,275.541334427151,322.965962233887
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Antigua and Barbuda,ATG,1.5770210389687,1.68095710370836,2.09674444871081,2.13833737373352,2.01181793212891,1.92162227630615,1.85506355762482,1.81939482688904,1.81471365982682,1.86354196795733,1.86682399409076,1.87014584555665
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Argentina,ARG,0.293939470102461,0.664089244736491,9.32211732577767,10.2927856445313,13.5268135070801,20.3836688995361,26.8871841430664,38.783332824707,61.1893443740869,139.692187078265,419.292111285901,567.297421343424
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Armenia,ARM,0.00513118142365371,126.516955225727,160.208207872256,154.786590576172,157.376907348633,147.486145019531,141.940551757813,148.241226196289,149.449957812148,148.585343699986,147.017595146307,148.11782018569
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Aruba,ABW,0.92337117060551,1.12586291243083,1.36001458924542,1.35663664340973,1.37060558795929,1.42321181297302,1.4119086265564,1.36395359039307,1.32552993286486,1.31448380119852,1.3358003334369,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Australia,AUS,1.365893,1.312261,1.450156,1.477553,1.470403,1.459253,1.431163,1.395724,1.358727,1.337468,1.366527,1.398943
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Austria,AUT,0.920033,0.907311,0.776931,0.775009,0.765403,0.738332,0.728799,0.72035,0.687544,0.704634,0.710451,0.725357
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Azerbaijan,AZE,7.64855981676501E-06,0.170449755486673,0.426016726419135,0.498603373765945,0.52723491191864,0.48993256688118,0.474218666553497,0.457138150930405,0.585848354897923,0.51227663604586,0.493148640345599,0.482459128195909
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Bahamas, The",BHS,0.981485752947395,0.978604860482659,0.94831266986888,0.929797828197479,0.926608264446259,0.931452453136444,0.962290525436401,0.977568686008453,0.950295483058565,0.977236382694572,0.956315655509349,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bahrain,BHR,0.130577155874319,0.116982617172684,0.188678214863324,0.185696244239807,0.190370857715607,0.181090995669365,0.171287223696709,0.185745358467102,0.185784178119927,0.171479388100597,0.166200043745861,0.162039933977081
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bangladesh,BGD,13.5555757060187,15.811950125643,28.1895707253508,29.3513450622559,29.397891998291,29.595682144165,28.7098007202148,28.296688079834,27.7515632976784,28.6070991451479,29.8354579509729,30.9160155190794
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Barbados,BRB,1.63577879862184,1.79222263356272,2.11681498966242,2.20044374465942,2.16222667694092,2.1943838596344,2.31882476806641,2.38420343399048,2.22239316630984,2.20778988896636,2.19214431755276,2.19085217304192
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Belarus,BLR,8.14013304763143E-09,0.0157919445435883,0.562285911430173,0.607136130332947,0.647122502326965,0.641350507736206,0.641749382019043,0.688632726669312,0.73860169311713,0.769559852957259,0.842282411048369,0.90876978092131
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Belgium,BEL,0.913185,0.899807,0.781011,0.775634,0.766407,0.735832,0.716165,0.719916,0.698153,0.703466,0.704288,0.719942
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Belize,BLZ,1.33709267283852,1.25309467676478,1.30670152863667,1.3314516544342,1.26605069637299,1.17554986476898,1.08695876598358,1.04862034320831,1.05032723104358,1.08065577806943,1.06926356021066,1.05113051635175
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Benin,BEN,117.748777314433,207.120597973585,210.711777650076,212.266235351563,215.738403320313,210.404876708984,212.435317993164,211.106674194336,205.246224070769,204.623566036542,202.803961673608,200.336598367492
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bermuda,BMU,0.873403381157046,1.18434273976868,1.35237412323767,1.31113624572754,1.3166686296463,1.2727233171463,1.25638365745544,1.22146320343018,1.14355182819509,1.17047800140108,1.19812062185577,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bhutan,BTN,5.66474521043314,11.143924859537,18.7895935012333,19.1576099395752,19.4274578094482,19.5122108459473,18.9579467773438,19.6103916168213,19.369153778128,19.5005312048098,19.9161085202988,19.9848946493305
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bolivia,BOL,0.94828483131822,1.79624519319061,2.77929957475478,2.68458724021912,2.70201420783997,2.63906097412109,2.58266496658325,2.473956823349,2.36952460555989,2.28929736096853,2.3689096918025,2.76324583616839
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bosnia and Herzegovina,BIH,0.000236571925433183,0.685016018468078,0.675563228101234,0.680666262909282,0.674436029099518,0.651074505490861,0.642981102710874,0.65969527895829,0.657431308926182,0.670472360097951,0.675493641070968,0.697646964731518
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Botswana,BWA,0.865828972401491,1.83633535593967,4.53364620382533,4.68247842788696,4.78663778305054,4.83345651626587,4.73711633682251,4.81988048553467,5.15760054333812,5.06067038467414,5.03362466866926,5.07409138676734
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Brazil,BRA,1.15782219426631E-05,0.757895423908826,2.15597159643949,2.2096791267395,2.19759154319763,2.21644520759583,2.26491117477417,2.37927412986755,2.41165555900142,2.44559278607045,2.48371015372826,2.55440835439356
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,British Virgin Islands,VGB,..,..,1.05583141549163,1.02022969722748,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Brunei Darussalam,BRN,0.610851171103445,0.474829327040094,0.649816136215978,0.627636611461639,0.641614973545074,0.598504781723022,0.530513346195221,0.532498598098755,0.617629885034512,0.519074549641412,0.492102974111551,0.456019597784343
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Bulgaria,BGR,0.000352679836735092,0.273974845570072,0.340858541489305,0.345777340570119,0.34772840119275,0.345535293716834,0.345226635301275,0.35413555036835,0.366580087781656,0.377621911406109,0.387533240879461,0.405704596599949
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Burkina Faso,BFA,162.603597665122,197.190476074622,209.026483556174,201.595275878906,208.284194946289,200.763061523438,199.51708984375,199.724746704102,195.11927255451,191.794636626162,205.350368080944,217.410761840348
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Burundi,BDI,71.2033651018155,186.730420922765,564.395746237552,626.167602539063,605.947692871094,582.1962890625,595.613830566406,609.599182128906,654.256163386694,751.11355685453,869.203862502627,999.612019047394
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cabo Verde,CPV,56.1968403166056,53.298718344467,48.9434198790022,47.9817543029785,50.6804847717285,49.9072380065918,49.9931755065918,48.1704940795898,47.8245198587809,47.6210423510559,47.1140706960402,46.629436004152
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cambodia,KHM,73.2412829325629,909.837301664654,1431.95643542498,1464.89099121094,1468.92175292969,1468.90258789063,1433.76916503906,1426.95983886719,1378.68596342675,1343.02092677806,1340.8205322666,1349.49224235827
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cameroon,CMR,164.477217341973,238.667458231356,235.558761961864,230.585388183594,223.165771484375,214.872512817383,205.106994628906,193.458953857422,192.950622210837,192.713580718878,198.248434490013,198.309241557697
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Canada,CAN,1.241789,1.228197,1.207045,1.212304,1.206524,1.21786,1.201689,1.163492,1.145083,1.139727,1.150472,1.166683
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cayman Islands,CYM,..,..,0.987132743486325,0.980794370174408,0.973204851150513,1.01165902614594,1.03776144981384,0.971421658992767,0.942267065860845,0.943347350241178,0.94261799236714,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Central African Republic,CAF,220.156772507555,265.456943410817,277.77130437401,284.033508300781,279.155090332031,267.258697509766,249.863265991211,241.880676269531,239.410836307084,239.121299090532,247.420911394064,246.31590787299
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Chad,TCD,110.983129119934,150.522492704366,240.898708633551,236.582992553711,236.522491455078,222.573471069336,228.273208618164,215.510940551758,229.665797654579,213.178375331775,214.899757142113,204.953276226313
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Chile,CHL,170.542989,290.423477,397.250703,397.689401,396.229413,397.674408,409.841785,423.013786,434.952253,432.562121,435.778953,453.188563
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,China,CHN,1.68138031325695,2.7075074692589,3.87428963630967,4.04005241394043,4.0940899848938,4.05960941314697,4.01465654373169,3.98740887641907,3.79465455813661,3.64070923693376,3.52537888953537,3.39768588417447
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Colombia,COL,174.354299548646,787.293628319141,1298.142605,1328.016627,1322.160543,1312.630441,1270.743624,1340.326407,1363.444291,1425.433859,1443.718515,1532.719303
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Comoros,COM,159.014581936623,193.798550076665,193.337098291326,185.247711181641,194.22834777832,201.542678833008,201.675567626953,191.480773925781,193.032390816478,201.286540985159,208.61077096406,211.662236779844
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Congo, Dem. Rep.",COD,6.84282020800285E-10,58.39838322539,488.937875394933,637.266418457031,801.573486328125,786.309387207031,827.004272460938,845.45068359375,868.155795457513,931.662587387676,1072.67152838377,1124.85430376458
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Congo, Rep.",COG,101.71225316357,216.619478576365,308.857562222479,288.932281494141,267.577697753906,254.912139892578,240.513336181641,222.775375366211,245.962099614342,219.236211132934,214.901854344569,201.890946598546
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Costa Rica,CRI,33.2962896518244,149.128231471695,343.013617,340.991882,337.901936,324.21736,328.024138,334.118676,336.220387,318.841763,307.792355,297.351768
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cote d'Ivoire,CIV,133.16279093829,218.590461369312,243.626233914782,243.185577392578,239.319000244141,227.483108520508,226.308700561523,225.288803100586,216.639012486547,217.061473748726,215.360126120377,216.221332210196
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Croatia,HRV,0.00084036820060033,0.502447517686668,0.448868107019075,0.441259811543299,0.439450664962738,0.42046941270084,0.410332855869259,0.407277953564341,0.416285914711201,0.429571541796623,0.448418364962435,0.470813052018898
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Curacao,CUW,..,1.29531765855456,1.43384853460778,1.3937920331955,1.38988649845123,1.35468888282776,1.34318399429321,1.27898454666138,1.25373988912354,1.23806318994228,1.24831756717631,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Cyprus,CYP,0.564130062655229,0.716853586240031,0.622324985448911,0.615186013732083,0.612439734649843,0.588099667675781,0.578548839742278,0.584657651965893,0.564764471384137,0.565698600025777,0.567094524089419,0.572620273384741
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Czechia,CZE,5.546441,14.327536,12.576343,12.424986,12.371528,12.097428,12.150267,12.56189,12.476407,12.576104,12.823227,12.993503
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Denmark,DNK,9.129245,8.668343,7.079856,6.871679,6.765997,6.538391,6.365057,6.288268,6.105718,6.054859,6.050211,6.124666
